,eventId,decimalLatitude,decimalLongitude
177,3860540860,-30.610742,134.621475
178,3858893383,-31.965356,141.53942
179,3860824823,-30.353407,139.471146
180,3858841777,-29.097562,141.412563
181,3873330025,-20.663995,116.717481
182,5008881122,-23.719371,133.877137
183,3998790121,-23.696425,133.88243
184,3954778658,-25.241253,130.983017
185,3858731931,-30.380503,136.900637
186,3873654253,-27.940308,135.808272
187,3874158068,-30.404794,137.233264
188,3873099967,-30.705887,134.371383
189,3873269795,-21.924812,114.11615
190,3874036308,-30.43,137.275
191,3874150789,-21.937447,114.115724
192,3873749522,-32.462299,137.742743
193,3874110864,-31.328857,138.885792
194,3881447855,-32.492491,137.772917
195,3881418790,-31.910958,141.486441
196,3881930314,-31.888537,141.421948
197,3889178716,-31.88705,141.494386
198,3888876146,-22.045748,114.064264
199,3892379875,-21.932309,114.127865
200,3892303244,-31.895854,141.521495
201,3915306023,-30.945855,139.199011
202,4414036641,-29.010336,134.755097
203,4510145796,-30.31097,139.394915
204,4510153772,-30.30864,139.398196
205,4510133703,-30.311825,139.397272
206,4535649322,-21.933301,114.126912
207,4599983035,-31.885395,141.488647
208,4893233895,-31.895628,141.452094
209,4893205031,-31.899301,141.449377
210,3954074554,-31.390475,138.907425
211,3945078373,-29.429825,142.011167
212,3889177645,-30.373603,137.1866
213,3888878851,-30.3738,137.165678
214,3889021383,-30.343139,137.185656
215,3892686030,-30.620615,139.322887
216,3892310003,-30.37585,137.106567
217,3892290121,-30.377347,136.989511
218,3892534110,-30.376283,136.992614
219,3892687118,-30.375153,137.001472
220,3892525150,-30.381867,137.042206
221,3892584191,-30.482638,139.373332
222,3902337489,-30.880907,135.139607
223,3902939130,-30.298455,139.384393
224,3902470289,-30.905589,135.692129
225,3902342702,-31.894204,141.439312
226,3902577926,-31.890784,141.459368
227,3902289190,-31.890263,141.455662
228,3903198551,-31.889253,141.454885
229,3903233525,-31.889265,141.454834
230,3902248525,-30.370647,137.011179
231,3903276506,-30.339075,137.051725
232,3902077233,-25.243253,130.984987
233,3902884335,-20.861262,117.776695
234,3902970532,-27.349992,116.40918
235,3903232152,-18.194839,125.568608
236,3902456304,-28.719384,122.456769
237,3902865321,-28.762956,122.548364
238,3903133040,-29.241973,142.015639
239,3903374124,-31.973181,141.445026
240,3903656641,-28.704469,122.574542
241,3903335812,-30.399531,139.57569
242,3947517183,-30.320088,139.381928
243,4508020434,-27.09174,116.132751
244,4599893988,-32.352831,141.62714
245,4854780509,-29.087894,141.205155
246,4855339748,-29.088655,141.202133
247,4893247829,-31.650786,142.363321
248,3998451582,-30.687153,139.083639
249,3997913711,-20.6648,116.703239
250,3998013618,-25.243725,130.984613
251,3998076003,-30.708903,134.571694
252,3945082387,-31.891192,141.444264
253,3902802673,-21.285158,118.400903
254,3903113384,-21.953408,114.134536
255,3915635462,-30.207025,137.902831
256,4011608553,-31.888898,141.454461
257,3915616659,-22.755412,115.20308
258,3915595983,-23.447137,119.795988
259,3915311920,-23.714353,133.879242
260,3915565357,-17.975547,122.344375
261,3923665937,-30.409739,136.92607
262,3923282158,-31.926413,141.49118
263,4011498556,-31.888838,141.454637
264,3947702284,-25.910388,122.358575
265,3947767572,-31.926397,141.491272
266,3947447473,-28.511817,129.445871
267,3947470457,-31.891578,141.45375
268,4413387024,-21.956419,113.959258
269,4413944500,-23.117172,113.814964
270,4440912561,-20.857464,116.615861
271,3985225405,-33.341128,141.120596
272,3945082078,-31.890969,141.4441
273,3945079229,-31.940775,141.446114
274,3945085568,-31.889911,141.455275
275,3945088660,-31.891264,141.4435
276,3999161255,-25.241122,130.982863
277,3998898164,-21.958054,113.959233
278,3999016472,-21.939089,114.116554
279,3998498752,-23.706219,133.832367
280,3998785847,-31.894473,141.452013
281,3925076063,-31.899238,141.45086
282,3925354472,-30.373093,137.165223
283,3947385207,-31.885151,141.463832
284,3947437828,-20.465695,116.590864
285,3988681604,-20.655761,117.01485
286,3961179356,-31.919066,141.523203
287,3994143695,-31.887878,141.453574
288,4853016044,-32.079522,142.787413
289,3962490310,-22.533423,119.006782
290,3998392923,-17.955295,122.24333
291,3999060487,-20.652967,117.016186
292,4036190360,-20.64126,116.773628
293,3963628227,-30.448153,137.291839
294,3966592127,-30.450133,137.110619
295,3985803395,-30.571519,136.889333
296,3986318782,-30.426225,136.926317
297,3985793950,-31.274233,136.552656
298,3985875946,-33.251642,136.862266
299,3985925954,-31.256939,136.549706
